Age,fnlwgt,Education-Num,Capital Gain,Capital Loss,Hours per week,Workclass,Education,Martial Status,Occupation,Relationship,Race,Sex,Country,preds
43.22980715270859,193219.47259539954,14.587979018775027,3695.0004311065773,-7.056287383310462,50.13207218941513,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,China,1.0
22.704542358390785,379234.4486328474,8.988332273694091,-60.225376474747065,0.5778479947177253,69.63130775297287,Private,Prof-school,Never-married,Exec-managerial,Wife,White,Male,United-States,1.0
28.54448202818112,269200.19014710636,12.918359915030567,6629.303406021892,-6.734006830733458,40.059848569368874,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,China,1.0
32.11885652277343,157117.14959720403,8.908164354866441,489.54209312013927,-3.731502781996348,39.9547069655744,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1.0
38.06230135762016,175392.52388188808,8.994389438166051,87320.8728265414,-3.4253759739421596,39.920725214607,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Laos,1.0
38.870838804949976,176861.33032670774,4.5905341290206625,-113.93492820812925,-4.670629539931713,40.02722678948006,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,1.0
46.6756649318693,209889.0853740053,1.518551027727804,78394.17424874072,-3.4732916435059638,46.05379579345811,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,India,1.0
58.452141173229805,171924.34254245873,8.964593146550065,1162.990101568561,-1.7077767767412317,39.940257145320814,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,England,1.0
41.94393278330833,46635.88907840761,8.986743003630155,-113.50532464671105,-2.2452200321966798,45.05878256966737,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1.0
67.64286605419883,150040.55783906538,12.954279663055953,-21.695616568436552,-3.501759073924094,44.136895477022314,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1.0
22.07096385964111,209836.35258112117,10.958413764285561,-180.9961997388805,1.6618831545205401,50.18637887722414,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1.0
55.19737072154916,165680.11456658467,8.93860051075378,3718.543702603305,0.9332687665272579,39.907806016683764,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,Ecuador,1.0
38.198882512306895,142094.9648974751,8.969067323242482,-40.519882952183295,-3.1375924102609694,43.98641894669758,Local-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Mexico,1.0
20.63917395927842,191006.6635427346,8.960116603648835,12697.984514792706,-5.047194952770087,62.1213271671343,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1.0
36.41079565303076,244220.670441898,8.94538942411767,-67.7503536216571,-2.759514071446147,71.7789395252491,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,Mexico,1.0
52.54006749467424,218918.12878630572,10.922806077204513,-129.05994643017019,-6.055914649889122,50.44256911250972,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1.0
40.335396426633004,586146.6777180297,6.272041360065738,-94.51332150206456,-4.102228010812368,40.067472793993005,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1.0
20.934501499707437,159090.47580711046,2.2098166814252385,-113.47745210854906,-3.3833344309260367,39.87658453310087,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,Ireland,1.0
43.26987267262116,184896.57292309124,8.952395976635646,-133.09650443136394,-1.6858030274413023,40.26429375926462,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Canada,1.0
50.1933070187846,184655.90997325027,4.598915806345317,1643.2714541941396,-3.7209507959521306,62.35021055242508,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1.0
45.967256523797424,155941.53446814048,9.939180598440535,5575.509399540369,-4.997683984515932,32.76187541668397,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Philippines,1.0
33.2469572016291,214876.85204179896,13.076313437186982,6576.862754700679,-4.53333119711912,33.93695828689403,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1.0
45.29734750590214,261961.12319730787,3.84007120923129,4474.9872042138595,-5.892631234272834,39.974098476095406,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,China,1.0
20.907615080630517,159874.84428085815,8.999624778572775,-61.94171745851352,-1.1078226693148476,40.0740826800952,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1.0
40.45560764579325,148172.55633352534,12.921741843540435,12589.285996645825,-5.588237150743245,39.9050159791123,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,South,1.0
25.820356024479736,160818.93061262625,10.980890875299824,415.1713178607906,-3.2786691356489435,40.29745699300328,Private,Bachelors,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,United-States,1.0
23.925270199441627,156634.60075001768,8.985704739598063,2336.1579726073114,-4.489173627402148,39.91799869591372,Local-gov,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,England,1.0
27.19538541600598,167430.9274801225,2.8896834648053185,950.2077375862918,-5.018110347897543,61.510087070268334,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,Canada,1.0
64.27561553713132,605384.231076514,8.948772392855833,-88.53423951579695,-0.320547965663157,60.35545069375015,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,Cambodia,1.0
