<50k,=>50k,Age,fnlwgt,Education-Num,Capital Gain,Capital Loss,Hours per week,Workclass,Education,Martial Status,Occupation,Relationship,Race,Sex,Country
0.9990930557250977,0.0009069424122571945,88.2990829689644,573012.5936868164,14.848693506459332,26168.980693930556,1389.9867864522446,12.572940830730998,Private,Masters,Widowed,Other-service,Unmarried,Other,Male,El-Salvador
0.2583463788032532,0.7416536211967468,53.17187925088824,1132519.382285743,11.308923656079797,24815.229792787337,2709.6349651462256,31.934257696405556,Self-emp-inc,12th,Married-spouse-absent,Armed-Forces,Other-relative,White,Female,Hong
0.0024867947213351727,0.9975131750106812,70.35798026557113,1017640.2278227124,12.4388696325957,59940.65318415679,1025.73943646365,3.7500065978653394,Self-emp-not-inc,HS-grad,Married-spouse-absent,Handlers-cleaners,Husband,Other,Male,Cuba
0.29591554403305054,0.7040843963623047,42.896909799900165,375102.7250203393,8.017934470500663,77646.75042057667,168.46715118182996,77.63994565782765,Without-pay,Some-college,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,France
0.9921779036521912,0.007822065614163876,76.5369810151449,391772.8920081918,1.2968042073947568,30302.96650405763,1587.3337905094997,60.67844965606746,Private,Preschool,Married-AF-spouse,Transport-moving,Husband,White,Female,Honduras
0.9983733892440796,0.0016265372978523374,21.185491195697235,1448217.236296795,10.428607285970935,95004.94153967297,682.2962843734941,22.79673159738838,State-gov,Preschool,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,Vietnam
0.9165338277816772,0.08346613496541977,63.998070820347564,499440.2813134229,9.138980900291727,42349.64797410255,4222.8486826807575,20.46055040943229,Self-emp-not-inc,12th,Divorced,Priv-house-serv,Unmarried,White,Female,Holand-Netherlands
0.41778889298439026,0.5822111964225769,56.22067490006534,1375416.482522528,5.850691462603966,74771.83960468907,3474.338086099747,5.986460522326938,Local-gov,7th-8th,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Male,Puerto-Rico
0.9739938974380493,0.026006115600466728,53.76180865473539,695741.8001002546,15.703613191505095,55951.15396707236,3971.9622383384954,6.034859136511412,Without-pay,Preschool,Married-spouse-absent,Sales,Husband,Black,Male,Nicaragua
0.3980189263820648,0.6019810438156128,37.66537892281719,23267.93349063769,8.914877935727377,40755.88996272004,1617.0606318112646,4.553697205407006,Local-gov,7th-8th,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,Ireland
0.07087336480617523,0.9291266798973083,64.74836075521314,809487.8854082087,11.31194245378898,85802.04469234635,2986.8979063942234,50.982377692309626,Self-emp-inc,Some-college,Divorced,Transport-moving,Own-child,Black,Male,Peru
0.9980440139770508,0.00195600395090878,83.16943275180586,313322.73763587984,13.057350942948855,13050.93023162318,2558.187132463475,24.976507587560715,Local-gov,Prof-school,Divorced,Other-service,Wife,Other,Female,Columbia
0.2794272005558014,0.7205727696418762,22.471145754420984,1140558.2948902464,11.029434717438175,28628.529731286206,1224.483885744771,34.320633583164295,Federal-gov,5th-6th,Married-spouse-absent,Armed-Forces,Unmarried,Other,Female,United-States
0.19540832936763763,0.804591715335846,19.60773647973315,569873.4690706574,12.742142678914641,33908.866042242444,2984.332399600683,18.516816379854124,Self-emp-inc,Masters,Married-spouse-absent,Tech-support,Husband,Other,Male,Portugal
0.2524912655353546,0.747508704662323,53.9168288020734,206747.08276462142,11.929777326551429,58483.58111075879,870.5582151424553,70.49028682733993,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,Germany
0.028545944020152092,0.9714540839195251,83.03779483619212,102902.63375831301,2.6986310461049534,9725.154842860644,4174.595580172801,79.40212087281863,Local-gov,Masters,Never-married,Sales,Wife,White,Male,Canada
0.05680644139647484,0.9431935548782349,63.69974106046735,1412662.8247963425,6.13163984144879,31967.151868634734,108.3320240566038,89.20730417639949,State-gov,12th,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,United-States
0.10445305705070496,0.8955469727516174,48.08689746911267,303846.14513594017,15.183537568239796,33245.55535822814,2970.7949710835805,33.515209944067664,State-gov,Masters,Divorced,Armed-Forces,Other-relative,Black,Male,Dominican-Republic
0.7551860213279724,0.24481400847434998,78.50037630626547,432453.4439135653,1.4031614056395125,24913.710384059257,2769.2608552159686,12.882578474944614,Local-gov,10th,Married-civ-spouse,Armed-Forces,Own-child,White,Female,Greece
0.9750251173973083,0.024974891915917397,21.883089294264607,339402.27217085677,13.430816251412557,75961.26796920155,3432.8911468628366,75.5044389558291,Without-pay,7th-8th,Married-spouse-absent,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,England
0.9729798436164856,0.027020130306482315,42.06687299470399,1117672.0300828547,11.322285334541288,14158.865838981003,123.23681711461339,1.763648473086662,Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,England
0.03979434818029404,0.960205614566803,59.30903037959252,651877.8576501741,1.1494059710885114,60654.46263331843,1473.962552908753,54.41090845836961,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,Japan
0.13375450670719147,0.8662455081939697,82.30350598748754,1327628.1517221828,8.598524559915312,99895.60307274772,2644.99552706861,22.00459555888196,Local-gov,9th,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,Cuba
0.0008049207390286028,0.9991950392723083,66.36915360823515,587875.2733510245,12.840175506586853,58807.44424974965,2328.225653191806,83.85157764603798,Private,Some-college,Widowed,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,Canada
0.6933972239494324,0.30660280585289,47.56365119927216,1352719.7265512908,2.483395838032685,64293.13077289972,3310.637560646719,17.2952617371852,Federal-gov,Assoc-voc,Separated,Tech-support,Own-child,Black,Male,Poland
0.9996765851974487,0.0003233812749385834,24.23277826450051,1360392.5174585085,7.734735432282615,7994.720994327665,2245.603077224026,93.90716515503725,Federal-gov,Preschool,Married-AF-spouse,Machine-op-inspct,Own-child,White,Male,South
0.6034187078475952,0.3965812921524048,25.07494207564652,453208.81401492,13.795775552935789,59355.86104478242,2991.7610618506724,80.67942730107222,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Unmarried,Other,Female,England
0.9845277667045593,0.015472245402634144,83.14104932133039,471793.8819031939,9.692088340610459,36662.79869768398,1119.6075563157199,46.43299451530765,Local-gov,Assoc-acdm,Married-spouse-absent,Adm-clerical,Husband,Other,Male,Trinadad&Tobago
0.3712242841720581,0.6287757158279419,77.93689997567554,1223221.281103946,11.484260009379447,48024.18254842398,447.3445243368617,4.231588584089958,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Other,Female,Hungary
0.11998241394758224,0.8800176382064819,56.85473106223219,1119212.398872817,12.568090405575536,49326.55887490631,4068.0259986534857,8.984479865252581,Self-emp-inc,Doctorate,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,El-Salvador
0.04023440182209015,0.9597656726837158,64.7893093220549,1237440.9591993715,12.03882030916079,32126.74696983899,676.432239552119,59.79929491339399,Self-emp-inc,HS-grad,Widowed,Protective-serv,Not-in-family,Black,Male,Japan
1.3713934094994329e-05,0.9999862909317017,44.33596160945825,770129.5103310795,13.88056057372841,66264.7028135507,3548.8122717421716,37.814286534717226,Local-gov,10th,Married-spouse-absent,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,England
0.9971461892127991,0.002853851532563567,64.4284470550874,469868.3659413736,3.9404070628084416,54708.43095625346,173.15094595239577,21.399612455452957,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,Greece
0.9999649524688721,3.501540413708426e-05,63.34873924089897,898069.234320184,14.602590375854872,25275.582435902383,2792.0701734486383,5.314124209717302,Without-pay,HS-grad,Separated,Protective-serv,Other-relative,Other,Male,Peru
0.01367652416229248,0.9863234758377075,64.52601948861832,1081442.854315462,1.2008947548737188,73967.97520410275,3571.730177970317,73.31136879635149,Federal-gov,1st-4th,Never-married,Adm-clerical,Husband,Other,Female,Ireland
0.18776816129684448,0.8122318387031555,69.0272215523357,983106.9940511123,13.998704936567009,70654.48148960322,2168.8395712227557,60.37240334961204,State-gov,11th,Widowed,Protective-serv,Not-in-family,Other,Male,Holand-Netherlands
0.10398896783590317,0.8960110545158386,56.290306704509675,321880.7552199303,2.9218659930298307,88819.58662598675,3740.499399773897,21.250062281817737,Local-gov,12th,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,Greece
0.40511900186538696,0.594880998134613,69.22725228127315,197362.75983200356,2.5852412227623436,68992.3331106174,905.51906227651,87.24819407598385,State-gov,12th,Married-AF-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,Germany
0.0002185946359531954,0.9997814297676086,62.23877391401388,1104172.1664207624,10.487230501008767,16521.52862096505,1979.1345338261299,75.52523867855898,State-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,United-States
0.0005692211561836302,0.9994307160377502,58.183383421643725,1274087.9180666448,15.161787854837348,78051.92859962533,3116.381658476307,48.897803558260044,Federal-gov,Assoc-voc,Never-married,Exec-managerial,Husband,White,Female,Japan
0.9996129870414734,0.00038708315696567297,28.870918811078035,372760.2586032564,6.702333593948973,27242.044262550702,1981.6710708818398,20.715085747753555,Self-emp-inc,5th-6th,Married-AF-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,Outlying-US(Guam-USVI-etc)
0.9994410872459412,0.00055890460498631,50.2367724264597,1101207.0830573607,9.961690289677259,30052.081022481838,2151.814865034883,97.69155881111412,Federal-gov,Preschool,Married-spouse-absent,Exec-managerial,Own-child,Other,Female,Poland
0.8247629404067993,0.1752370446920395,31.21497956986429,994232.8636658463,13.454198941786064,29802.536321612864,3361.968067475322,2.7003695229801026,State-gov,5th-6th,Never-married,Protective-serv,Wife,Black,Female,Vietnam
0.3712053894996643,0.6287946105003357,59.780860733988746,1429858.7475062532,14.760213686954982,94209.31965279645,2624.158147509377,51.79971967667845,Federal-gov,9th,Married-AF-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,Taiwan
0.9988551139831543,0.0011448549339547753,54.179651194858565,716458.6992112163,8.361051226731691,78513.41677218747,4093.4779723650026,35.63105689645727,Federal-gov,Preschool,Separated,Transport-moving,Other-relative,Asian-Pac-Islander,Male,Holand-Netherlands
0.08238131552934647,0.9176187515258789,87.86338707857267,1413052.7193188109,2.7283392391500807,64584.033734491495,3835.9603417888343,54.13138834913731,Local-gov,Assoc-voc,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Female,Dominican-Republic
0.0895945206284523,0.9104054570198059,37.50309231236076,1470650.905033382,5.560107350436472,46229.21033515607,1595.9720295711895,52.1030270241447,Self-emp-inc,Doctorate,Separated,Sales,Not-in-family,Other,Male,Cuba
0.8878542184829712,0.11214575916528702,63.278436364128844,637219.6321100466,15.115949719815212,28867.652068523606,3305.573192557921,89.31095724740024,Private,Masters,Divorced,Machine-op-inspct,Unmarried,Black,Female,Outlying-US(Guam-USVI-etc)
0.044076692312955856,0.9559233784675598,80.72521648784763,629448.2976760879,4.789400132498998,55305.955065149414,3109.454779589691,94.05638704036323,Private,Doctorate,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,England
0.9954214692115784,0.004578477703034878,51.64346885511036,425676.28502448875,5.8633049990228665,1725.1975758140384,1710.126745731837,71.60828188661084,Local-gov,Preschool,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Poland
0.07830332219600677,0.9216966032981873,34.63232645687458,1340966.1698875395,4.28067105378778,99831.5892034948,1746.0366462053173,56.87874371459217,Self-emp-inc,1st-4th,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Male,Canada
0.7311665415763855,0.2688334882259369,23.712669317019675,856051.9319216522,3.288502217338152,36980.35449133785,2090.8849745916127,90.8006560947812,Without-pay,Assoc-voc,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,England
0.9905621409416199,0.009437831118702888,54.999413699154154,702242.9751878614,9.025506357604993,24592.373781752314,363.44710947795824,31.111393432451624,Local-gov,Prof-school,Married-civ-spouse,Tech-support,Not-in-family,White,Male,Japan
0.0027832239866256714,0.9972167015075684,56.276951043418904,789683.8865520289,6.174862112232823,16538.498491330138,2214.909113802346,94.26684109454531,Self-emp-inc,Assoc-acdm,Widowed,Exec-managerial,Wife,Black,Female,Hong
0.9897716641426086,0.010228317230939865,19.772002419673708,1077198.1453877676,7.158299183404702,97487.63741979527,3598.898983938275,22.08464343442081,State-gov,Assoc-acdm,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,France
0.0007064280798658729,0.9992935657501221,40.7415183168224,1196163.9390549196,12.167286957898872,67345.1190802009,169.14362720369058,49.423892794182315,Private,1st-4th,Divorced,Farming-fishing,Not-in-family,Other,Female,Poland
0.0004415777511894703,0.9995583891868591,73.07242373362531,386657.0926068701,14.565802585771594,74585.7019951981,3612.22706262343,4.873180189599575,State-gov,Doctorate,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Male,Scotland
0.999919056892395,8.089578477665782e-05,45.258370479090374,561660.5130527703,8.985937430954586,62663.01157473828,506.2022868026972,3.4213775613154906,Without-pay,Masters,Separated,Exec-managerial,Own-child,White,Male,Nicaragua
0.9883102178573608,0.01168977003544569,33.05285349544938,432907.63427590264,1.6447901567416607,93588.91454866849,186.71797337802653,52.884151567217934,Self-emp-inc,Assoc-acdm,Divorced,Other-service,Wife,White,Female,Cambodia
0.9656448364257812,0.034355103969573975,17.943641231502212,288669.30993214715,15.241489048534996,27896.193174590266,4343.914324232887,34.9346318064157,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,Mexico
0.1269644945859909,0.8730354905128479,80.26294491125108,1028448.1230802531,14.244631453891126,80606.32935028856,4348.687169684151,30.520704745016264,Local-gov,9th,Divorced,Priv-house-serv,Wife,Other,Female,Ireland
0.07167620211839676,0.9283238053321838,51.743954654028464,786520.2563369626,14.758906823944104,65646.49827347389,1590.8219475814246,75.06769374164158,Without-pay,7th-8th,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,Portugal
0.8121070861816406,0.18789291381835938,23.17945322351684,136715.03325234068,3.606197872809182,71993.25554607176,2730.6839141486303,90.89499222656946,Self-emp-not-inc,7th-8th,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Female,Columbia
0.9413845539093018,0.05861545354127884,79.48916268670963,372795.31434928975,4.091903782358385,14904.246044333944,2117.1991484754017,2.1559388314258556,Private,11th,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,Thailand
0.00019460743351373821,0.9998053908348083,31.63338447535197,1007547.4671995116,8.541363547165533,2913.7574821975513,2905.1939623438684,72.45402496204403,Local-gov,5th-6th,Never-married,Tech-support,Wife,Other,Male,Honduras
2.0589150153682567e-05,0.9999793767929077,23.030526344662217,824008.7111468386,8.525757453489629,80071.18356232996,3986.3155316719995,26.422903785243896,Self-emp-not-inc,7th-8th,Married-AF-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,Cuba
0.9752203822135925,0.02477964200079441,52.49256660240707,1218876.6455944057,3.145293889632978,13186.826862377118,734.7981917377774,2.543597484333588,Federal-gov,Prof-school,Married-spouse-absent,Handlers-cleaners,Other-relative,Other,Male,Trinadad&Tobago
0.2353769987821579,0.7646229267120361,18.473698611792734,719790.0709944444,15.712874519276596,25089.441480834455,4206.08018033046,71.81670848995506,Without-pay,Prof-school,Separated,Tech-support,Not-in-family,Black,Male,Iran
0.9999774694442749,2.2511670977110043e-05,18.84580277065999,1449270.6045116612,7.682947792708057,43309.668665575366,3579.568655074914,75.85044170347649,Federal-gov,Some-college,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Male,China
0.9994056224822998,0.0005943462019786239,75.17831474829357,178593.0616458098,11.23895745366137,19566.40348787692,1250.114005289612,24.57597912500427,State-gov,Masters,Married-spouse-absent,Priv-house-serv,Unmarried,Black,Male,Ecuador
0.21761323511600494,0.7823867797851562,84.58290396971503,1007894.6781032966,14.331432995087122,87408.50313814139,2703.962200471695,74.28489630929272,Local-gov,5th-6th,Divorced,Prof-specialty,Husband,White,Male,Japan
0.23750437796115875,0.7624956369400024,75.75376663619558,1117558.9260358922,9.676439076934013,33290.53384727034,1280.2363871392376,37.05941765826932,Federal-gov,10th,Separated,Protective-serv,Not-in-family,White,Female,Outlying-US(Guam-USVI-etc)
0.9976536631584167,0.0023463380057364702,23.976442732909774,898076.4926154194,6.1898290656756,21895.065195095354,3459.0972050225646,6.411835892417573,Without-pay,11th,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,Puerto-Rico
0.5238380432128906,0.47616201639175415,78.4595093230032,1411615.3596136488,8.019169367131047,73681.6388861319,3343.604482779582,61.02192029921208,Private,9th,Divorced,Handlers-cleaners,Unmarried,Black,Male,Greece
0.999971866607666,2.817710628733039e-05,70.4571172917406,922349.1260767799,3.1811466209976427,4342.529235092536,1540.8844806005447,45.72354126577634,Self-emp-not-inc,Assoc-voc,Married-AF-spouse,Protective-serv,Husband,Black,Female,England
0.9999750852584839,2.496085289749317e-05,80.76739415647312,588626.6741056743,3.88431234064668,23421.033655750656,2338.3047738661967,74.3841671910702,Local-gov,Bachelors,Separated,Armed-Forces,Husband,Asian-Pac-Islander,Male,Philippines
0.9849137663841248,0.015086282975971699,38.292661164177595,755135.3921809364,3.943296562006809,12890.009221992796,3888.442741259519,58.88804573001748,State-gov,12th,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,Iran
0.29964321851730347,0.7003567814826965,32.1700123618845,1089702.2987918083,15.78310071370333,14013.492066770388,583.7481689977959,34.35616797661231,State-gov,Doctorate,Separated,Transport-moving,Unmarried,White,Female,Vietnam
0.9922600388526917,0.007740016095340252,81.198819627097,25910.79169727095,5.574238078913956,14659.51787492614,3591.0980107563114,7.360049979924178,Without-pay,Prof-school,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,Dominican-Republic
0.002038697712123394,0.9979612827301025,27.66936599738879,697209.1339641369,14.690263937541992,76561.33838985913,267.2167665628878,82.89860386505217,Federal-gov,Prof-school,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,Vietnam
0.9995044469833374,0.000495515123475343,60.86088353602672,360721.96611900144,11.154158310522973,3871.659981255971,3258.343488646912,74.29432229475843,Self-emp-not-inc,12th,Separated,Exec-managerial,Husband,Other,Male,Vietnam
0.8281596302986145,0.1718403697013855,57.819701707312966,540249.1128047517,15.613523293107509,88168.75377190835,50.49513675749373,28.188721452327275,Without-pay,7th-8th,Never-married,Exec-managerial,Unmarried,White,Male,Canada
0.9843490719795227,0.015650883316993713,59.95106661961225,556000.3154139456,6.7465476418715875,56839.41434709979,2093.389420772082,3.2782057713059323,State-gov,1st-4th,Widowed,Prof-specialty,Unmarried,White,Male,Ecuador
0.42906463146209717,0.5709353685379028,33.82652881234291,495165.0233914688,9.839844465833188,14990.798848362409,695.0195299409403,31.992616631338887,Without-pay,9th,Married-AF-spouse,Exec-managerial,Own-child,Other,Female,Canada
0.06577498465776443,0.9342249631881714,41.82814416700466,1279012.7598332732,11.106746675533895,66221.15983758174,3293.5410317130404,97.75036815921275,Local-gov,9th,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,Outlying-US(Guam-USVI-etc)
0.6197760701179504,0.38022392988204956,23.6496142991542,162615.46233788677,9.186557359104896,70693.55985312941,1861.8774990932009,78.4525917996456,State-gov,1st-4th,Separated,Protective-serv,Husband,Other,Female,South
1.915248139994219e-05,0.9999808073043823,86.76494828024698,1031284.2647341699,10.885105813382324,80868.7226875127,2785.4186662626053,65.89007268159878,Local-gov,HS-grad,Married-AF-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,Poland
0.028264544904232025,0.971735417842865,42.98995711710971,700766.3642254707,15.563288441579719,67172.99863674305,1579.853826172198,84.36519354210958,Without-pay,Some-college,Divorced,Farming-fishing,Own-child,Black,Female,Philippines
0.6324043273925781,0.3675956428050995,37.55977508664585,70860.6719106809,15.907625480777925,47903.75588625985,4269.484627666244,93.42992561855844,Private,Assoc-acdm,Married-spouse-absent,Other-service,Other-relative,White,Male,Nicaragua
0.9994053840637207,0.000594619894400239,71.72151532843417,327099.42567366763,15.120101324059004,38117.52814995517,640.5070700378493,13.747192003682823,Self-emp-inc,Masters,Widowed,Exec-managerial,Husband,Other,Male,India
0.6117612719535828,0.3882386386394501,36.157763637533066,376969.64077062864,2.7832931658608473,52352.96987259912,4303.470909512814,17.80192503524456,Self-emp-inc,5th-6th,Separated,Tech-support,Other-relative,Black,Male,El-Salvador
0.8473451137542725,0.15265490114688873,26.66876166688695,819394.7706722536,10.467040245714813,40037.90156972117,3412.1734111268192,28.97307720070055,Private,Masters,Never-married,Handlers-cleaners,Wife,White,Female,China
0.00010867678065551445,0.9998912811279297,34.89889090113461,745109.6505926276,2.593213552313149,45755.72291796272,4041.0131864658233,98.61999216669794,Self-emp-inc,HS-grad,Widowed,Armed-Forces,Not-in-family,Other,Male,Ireland
0.9890467524528503,0.010953210294246674,45.185140433144426,1354065.0672705946,13.125872535681644,15762.011430758535,762.7297129378916,30.940969975028764,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Other-relative,White,Female,Germany
0.16366763412952423,0.836332380771637,85.91556882594958,1186048.5817787074,12.652175547627166,37085.436237566646,2000.05811578198,73.54467930695264,Without-pay,5th-6th,Widowed,Handlers-cleaners,Own-child,Black,Female,Holand-Netherlands
0.865875244140625,0.1341247856616974,44.59543309011854,199701.460952664,8.859148495621778,97105.58923376222,1144.4855254487597,77.33976287190463,Federal-gov,10th,Married-civ-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,Outlying-US(Guam-USVI-etc)
0.8881730437278748,0.11182694137096405,79.76240312188483,151378.3735573393,2.287720604228116,86073.07400681853,4258.097614479849,84.76332429839847,Self-emp-not-inc,Bachelors,Separated,Protective-serv,Own-child,Black,Female,Germany
0.00486406497657299,0.9951359629631042,86.38874557584404,799610.1974716157,2.503312106062572,68745.48422554224,3639.309268205907,98.6884294936532,Without-pay,HS-grad,Married-AF-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,Philippines
0.9986431002616882,0.0013568694703280926,51.847115455258844,1183205.524766624,3.1127067037981715,90440.56013808807,1532.1592715333795,25.052581405152342,Local-gov,12th,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,Nicaragua
0.9491979479789734,0.05080203339457512,39.579923978652616,561875.834606387,15.38115512173844,83545.06439299055,1714.0984258021817,4.159236114525302,Without-pay,Prof-school,Widowed,Adm-clerical,Unmarried,Black,Male,Vietnam
0.7841070890426636,0.21589288115501404,84.25577415568017,894386.8492688542,13.002435708578949,27749.886744415104,1296.3485233821568,40.08146582423181,Self-emp-inc,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,Vietnam
0.5346967577934265,0.4653032422065735,80.95329119516742,1150010.759558328,8.969276409653213,56684.47419850431,2422.111383926082,21.327408598051353,Self-emp-not-inc,5th-6th,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,Japan
2.74913472821936e-05,0.9999724626541138,18.97186072889371,708756.0450821479,14.972258684268965,65894.63141359994,3238.470075650829,44.860863243617075,Self-emp-not-inc,Masters,Married-spouse-absent,Craft-repair,Unmarried,White,Female,Haiti
0.011773335747420788,0.988226592540741,51.84926943186754,41606.31187838481,13.546958980584625,41437.37904081006,2611.766923416299,26.236915205391504,Self-emp-inc,11th,Divorced,Other-service,Not-in-family,White,Female,Cuba
0.9034702181816101,0.0965297594666481,73.43744491859437,489617.6154740469,11.430861353772455,48855.65118816506,4306.36933860518,67.70888266053389,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,Germany
0.9009621143341064,0.09903780370950699,77.61334364159522,1284151.1803020814,10.23651927266158,34209.602666762585,2032.3365225886546,11.766072796042483,Federal-gov,Preschool,Married-spouse-absent,Sales,Wife,Black,Male,Taiwan
0.7762646675109863,0.22373531758785248,42.28680375534689,1234323.3991219848,13.830367056301652,45380.55084207364,1796.849375179871,21.594331253858883,Private,Masters,Married-AF-spouse,Handlers-cleaners,Other-relative,Other,Female,France
0.01838562823832035,0.9816142916679382,67.24589495331207,1297883.6453459065,13.84064706684283,79775.9122374791,2584.103365435081,72.22182534062648,Self-emp-inc,Assoc-acdm,Widowed,Craft-repair,Unmarried,White,Female,Hungary
0.00036920543061569333,0.9996308088302612,64.12846928866414,1107891.7226687171,12.497659027602564,49192.69580083548,1899.3067689529316,63.384975441452376,Local-gov,12th,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,China
0.17095625400543213,0.8290437459945679,37.67194344209205,1373092.0485086585,12.75788767393129,46087.6316214666,749.1104241295367,45.58358062510064,Private,10th,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Female,Dominican-Republic
0.022430501878261566,0.9775695204734802,27.460195368058926,1475745.8429203548,5.24584758278189,88851.49986863762,348.89204342432635,70.99244975106491,Without-pay,11th,Married-spouse-absent,Exec-managerial,Not-in-family,Other,Male,Vietnam
0.1627674102783203,0.8372325301170349,85.44500374295211,851544.1160261055,3.3681889483123686,75860.23769179125,2286.9173191951554,5.267649329374996,Local-gov,Prof-school,Divorced,Prof-specialty,Own-child,Other,Female,Cuba
0.9096982479095459,0.09030171483755112,78.85076820301099,1006545.918291586,1.613552283595332,31272.87820675075,4320.0092963381485,71.82472269157866,Federal-gov,7th-8th,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Female,Portugal
0.547640860080719,0.4523591101169586,54.01445516034152,149017.31059641414,7.374357076670497,91085.57585950404,137.81435581211764,63.7280234426148,Local-gov,7th-8th,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Female,Iran
0.06555943936109543,0.9344404935836792,43.0401717321843,1362515.4325004786,7.2910372108199315,83962.85162630724,3292.6194069524854,48.371669809766566,Federal-gov,7th-8th,Separated,Priv-house-serv,Husband,Other,Female,Vietnam
0.9130029678344727,0.08699706941843033,52.79138211591286,797715.4798608605,10.323483061979559,584.1551870986423,1317.3895684550891,83.14712964781454,Private,Assoc-voc,Widowed,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,Outlying-US(Guam-USVI-etc)
0.9764572978019714,0.023542653769254684,64.34103924508679,1267657.3478710342,2.1643208667117753,58968.494176562934,3671.857902084716,5.086617419828954,Self-emp-not-inc,Preschool,Married-AF-spouse,Other-service,Not-in-family,Other,Female,Germany
0.9999995231628418,4.902766477243858e-07,64.7149995219926,36446.94824170786,4.797127326790751,20327.901040725395,2136.0277427380483,32.2982580998524,Without-pay,Preschool,Divorced,Machine-op-inspct,Unmarried,Other,Male,Holand-Netherlands
0.002081680577248335,0.9979183077812195,82.57868540499408,1341474.9405650182,15.03567257553326,71042.79874963406,1834.0817873154324,45.24488110042791,Self-emp-inc,10th,Married-spouse-absent,Exec-managerial,Unmarried,Other,Female,Honduras
0.11495278030633926,0.8850472569465637,45.90273045138311,845746.8808046746,7.835400120812789,23867.941368266045,2861.817402600406,68.45789937806909,Self-emp-not-inc,11th,Divorced,Prof-specialty,Wife,White,Female,Philippines
0.9938242435455322,0.006175781134516001,82.65554635411952,675977.0110605503,7.4171824127614,83324.71231737894,3186.4762225193713,44.88704121911166,Self-emp-not-inc,Preschool,Married-spouse-absent,Transport-moving,Husband,White,Female,Hong
