No-Recid,Recid,priors_count,c_charge_degree,race,age_cat,sex
0.9921209812164307,0.007879017852246761,4.658416463625665,M,Other,Greater than 45,Female
0.9920265078544617,0.007973437197506428,-13.621998105341886,M,Caucasian,Less than 25,Female
0.9923914074897766,0.007608565501868725,-19.302954974787077,M,Asian,25 - 45,Female
0.9920817613601685,0.007918240502476692,-2.2156404240400436,M,Asian,Greater than 45,Female
0.9922007918357849,0.007799176964908838,-9.33724743319341,M,Hispanic,Greater than 45,Female
0.9922698736190796,0.007730152457952499,13.887358465800654,M,Other,25 - 45,Female
0.9920839071273804,0.007916072383522987,1.2626303160186219,M,Hispanic,Greater than 45,Male
0.9922055602073669,0.007794418837875128,8.996296329166185,M,Other,Greater than 45,Male
0.9923771619796753,0.007622815202921629,-9.189769758857233,F,Other,Greater than 45,Female
0.9924172163009644,0.007582829799503088,-17.106807715244695,M,Hispanic,Greater than 45,Male
0.9920958876609802,0.007904134690761566,-9.323105390332584,F,Asian,Greater than 45,Male
0.9920356869697571,0.00796430092304945,-4.5980634726221155,M,Other,Greater than 45,Female
0.9932049512863159,0.006795085500925779,8.459053465892596,F,Hispanic,25 - 45,Female
0.992243230342865,0.007756722159683704,-3.3443998284953973,F,Hispanic,Greater than 45,Female
0.9922192096710205,0.007780805230140686,-17.85628101697266,M,Asian,Greater than 45,Female
0.992293119430542,0.007706815376877785,6.300230335641675,F,Asian,Greater than 45,Male
0.9924681782722473,0.007531827315688133,-17.637705665046443,M,Other,25 - 45,Female
0.9920845031738281,0.007915518246591091,-12.567298075899437,M,Other,Greater than 45,Male
0.9922223687171936,0.007777621503919363,-5.969183823224248,F,Hispanic,Greater than 45,Female
0.9921659231185913,0.00783410295844078,-11.118403934548617,F,Asian,25 - 45,Male
0.992219090461731,0.007780963089317083,-21.47248095558147,F,Other,25 - 45,Female
0.9923997521400452,0.007600329350680113,-5.863627582008448,F,Other,Greater than 45,Male
0.9920973777770996,0.007902643643319607,-9.55969853755597,F,Asian,25 - 45,Male
0.9921539425849915,0.007846015505492687,-2.9451516871206853,M,Asian,Greater than 45,Female
0.993625283241272,0.006374687422066927,-4.618693385640461,F,Asian,Greater than 45,Female
0.992245614528656,0.007754351012408733,-15.67151152541187,M,Asian,Greater than 45,Female
0.9920591115951538,0.00794085580855608,-5.901221002183676,F,Asian,Greater than 45,Male
0.9925231337547302,0.007476839702576399,3.124408636720992,M,Hispanic,Greater than 45,Male
0.9921895265579224,0.007810485083609819,-2.1269101469306073,M,Asian,Greater than 45,Male
0.9921783208847046,0.007821607403457165,-8.346014239394034,F,African-American,Greater than 45,Male
0.9922757744789124,0.0077242483384907246,-9.569829354866595,F,Asian,Greater than 45,Female
0.9923691749572754,0.0076308236457407475,4.830968473339532,M,Other,Greater than 45,Female
0.9922161102294922,0.007783875800669193,3.3183810606118045,F,Caucasian,Greater than 45,Female
0.9924539923667908,0.007546034175902605,-13.872164027610578,F,Asian,25 - 45,Female
0.9921339750289917,0.007865974679589272,-3.9633985188631278,M,Caucasian,Greater than 45,Female
0.9924120306968689,0.00758792320266366,12.088935529760436,M,Asian,25 - 45,Male
0.9922325611114502,0.0077674128115177155,-5.079444108927609,M,Other,Greater than 45,Female
0.992233395576477,0.0077666486613452435,1.038975183195478,F,Caucasian,Less than 25,Male
0.9925014972686768,0.007498463150113821,-13.062874771211515,M,Asian,Greater than 45,Female
0.9921391606330872,0.007860897108912468,4.692849100380507,M,Caucasian,Greater than 45,Female
0.9921750426292419,0.007824961096048355,-20.442875815326317,M,Asian,Greater than 45,Male
0.9923790693283081,0.007620885036885738,-3.8640880558292188,M,African-American,25 - 45,Female
0.9921850562095642,0.007814941927790642,0.9712632073152435,M,Other,Greater than 45,Female
0.9922059178352356,0.007794035132974386,-7.33741278323406,M,African-American,Greater than 45,Male
0.9933978319168091,0.006602119188755751,-8.420765188169884,F,Hispanic,Greater than 45,Female
0.9923598170280457,0.007640188559889793,2.625618407073319,F,Asian,Greater than 45,Female
0.9924867153167725,0.007513279560953379,-4.116370249107868,M,Asian,25 - 45,Female
0.9931822419166565,0.006817794870585203,-9.867189201869484,M,Native American,Greater than 45,Male
0.9924261569976807,0.007573878858238459,-0.9877200264518451,F,Other,Greater than 45,Female
0.9922577738761902,0.007742165122181177,9.575362946252419,F,Asian,Greater than 45,Female
0.9921143054962158,0.007885733619332314,2.721386154963599,F,Asian,Greater than 45,Female
0.9921850562095642,0.00781493540853262,4.839783144777777,M,Other,Greater than 45,Male
0.9922288060188293,0.0077712321653962135,-5.289666987384395,F,Asian,Greater than 45,Male
0.9922622442245483,0.007737793494015932,-8.631174038271395,M,Asian,Greater than 45,Female
0.992271900177002,0.007728078868240118,7.524853814939978,M,Asian,Greater than 45,Female
0.9922447800636292,0.007755199447274208,-8.397647633692182,M,Other,25 - 45,Male
0.9922733902931213,0.007726605515927076,-13.359290465763866,F,Other,25 - 45,Female
0.9923997521400452,0.007600275333970785,16.667613701773117,M,Asian,Greater than 45,Female
0.9923797845840454,0.0076202331110835075,1.4985367767565172,F,Other,Greater than 45,Female
0.9923627376556396,0.00763726094737649,10.774387868498076,M,Other,Greater than 45,Male
0.992223858833313,0.007776068057864904,-2.858629878750028,F,Asian,Greater than 45,Male
0.992527961730957,0.0074720680713653564,-0.6463833418953449,M,Asian,Greater than 45,Female
0.992382824420929,0.007617168594151735,-9.132437100765996,F,Other,Greater than 45,Female
0.9922977089881897,0.007702243980020285,10.959473605787064,M,Asian,Greater than 45,Male
0.9921597838401794,0.007840198464691639,-3.4582093732858104,F,Asian,Greater than 45,Female
0.9921098351478577,0.007890196517109871,-6.535939527627246,F,Other,Greater than 45,Male
0.992155134677887,0.007844829000532627,-3.300882449107334,M,Asian,Greater than 45,Female
0.9922089576721191,0.007790964562445879,-6.747464334916119,M,Caucasian,Greater than 45,Female
0.9922083020210266,0.00779174268245697,-20.203143400640432,M,Native American,Greater than 45,Male
0.9927323460578918,0.007267679087817669,-3.2452244485815247,M,Caucasian,25 - 45,Female
0.9923092126846313,0.007690795231610537,-20.688959404054835,F,Caucasian,Greater than 45,Female
0.9921701550483704,0.007829848676919937,-9.894942046318729,F,Asian,25 - 45,Female
0.9920963048934937,0.007903690449893475,-24.066612093580886,M,African-American,Less than 25,Female
0.9921554923057556,0.007844524458050728,-4.124368364226224,M,Asian,25 - 45,Female
0.9931564927101135,0.0068435147404670715,-2.0198914663717926,F,Asian,Greater than 45,Male
0.992266833782196,0.007733174134045839,-1.4335993664718905,F,Asian,Greater than 45,Female
0.992462158203125,0.007537853438407183,-1.8630580549267604,F,Asian,Greater than 45,Male
0.9922243356704712,0.007775619626045227,0.08169620905228547,M,Asian,Greater than 45,Female
0.9921712875366211,0.007828733883798122,3.9832289739103732,F,Hispanic,Greater than 45,Female
0.9920873045921326,0.007912660948932171,2.434269000741198,M,Asian,Greater than 45,Male
0.9920130372047424,0.007986989803612232,-4.121754367413733,F,Hispanic,Less than 25,Male
0.992142915725708,0.007857127115130424,3.297787537478327,M,African-American,Greater than 45,Female
0.9923548698425293,0.007645066827535629,1.8417752708891015,M,African-American,Greater than 45,Male
0.9921324849128723,0.007867538370192051,1.6873959692588563,F,Asian,Greater than 45,Female
0.9923130869865417,0.007686861790716648,-19.733295425606993,M,Other,Greater than 45,Female
0.9921981692314148,0.007801857311278582,-4.25625715965536,M,Caucasian,Greater than 45,Female
0.9922505021095276,0.007749421987682581,-13.568888482744876,F,Hispanic,Greater than 45,Female
0.992139995098114,0.00786006823182106,4.531919051129733,M,Caucasian,Greater than 45,Female
0.9924047589302063,0.00759523781016469,0.5252471741027163,M,Other,Greater than 45,Male
0.9923345446586609,0.007665432058274746,5.497234618242054,F,Other,Greater than 45,Female
0.9923011064529419,0.0076989103108644485,-10.755863935254075,M,Caucasian,25 - 45,Female
0.9921504259109497,0.007849573157727718,-17.54473916641507,M,Asian,Less than 25,Female
0.9923095703125,0.007690401282161474,-11.356251621595012,F,Other,25 - 45,Male
0.9921578168869019,0.00784217193722725,6.9334138570391035,F,Asian,Greater than 45,Female
0.9923332929611206,0.007666672579944134,-12.683335037417795,F,Asian,25 - 45,Female
0.9926497340202332,0.0073502506129443645,-14.1209469873259,F,Hispanic,25 - 45,Female
0.9922938346862793,0.007706141099333763,-3.1204520771611257,F,Caucasian,Greater than 45,Female
0.9922399520874023,0.007760018575936556,-10.253154903992499,F,Other,Greater than 45,Female
0.9922215342521667,0.007778423838317394,-13.34174561618154,F,Caucasian,Greater than 45,Female
0.9923365712165833,0.007663412019610405,-1.124218880199904,M,Caucasian,25 - 45,Female
